"cluster_code","province","division","district","hh02","n_children","elig_tcv","elig_polio","n_hh"
"638","Khyber PakhtunKhwa","Bannu","Bannu ",224,3,3,0,6
"638","Khyber PakhtunKhwa","Bannu","Bannu ",287,3,3,2,6
"638","Khyber PakhtunKhwa","Bannu","Bannu ",350,4,4,1,6
"639","Khyber PakhtunKhwa","Bannu","Bannu ",26,3,3,0,6
"639","Khyber PakhtunKhwa","Bannu","Bannu ",71,3,3,2,6
"639","Khyber PakhtunKhwa","Bannu","Bannu ",116,4,4,1,6
"639","Khyber PakhtunKhwa","Bannu","Bannu ",161,2,2,0,6
"639","Khyber PakhtunKhwa","Bannu","Bannu ",206,2,2,1,6
"639","Khyber PakhtunKhwa","Bannu","Bannu ",251,3,3,0,6
"64","AJK","Muzaffarabad","Muzaffarabad",6,3,3,0,6
"64","AJK","Muzaffarabad","Muzaffarabad",45,1,1,0,6
"64","AJK","Muzaffarabad","Muzaffarabad",84,1,1,0,6
"64","AJK","Muzaffarabad","Muzaffarabad",162,2,2,1,6
"64","AJK","Muzaffarabad","Muzaffarabad",201,5,5,0,6
"640","Khyber PakhtunKhwa","Bannu","Bannu ",1,3,3,0,6
"640","Khyber PakhtunKhwa","Bannu","Bannu ",43,1,1,1,6
"640","Khyber PakhtunKhwa","Bannu","Bannu ",85,7,7,2,6
"640","Khyber PakhtunKhwa","Bannu","Bannu ",127,2,2,0,6
"640","Khyber PakhtunKhwa","Bannu","Bannu ",169,3,3,3,6
"640","Khyber PakhtunKhwa","Bannu","Bannu ",211,4,4,1,6
"641","Khyber PakhtunKhwa","Bannu","Bannu ",29,6,6,3,6
"641","Khyber PakhtunKhwa","Bannu","Bannu ",73,6,6,1,6
"641","Khyber PakhtunKhwa","Bannu","Bannu ",117,5,5,1,6
"641","Khyber PakhtunKhwa","Bannu","Bannu ",161,3,3,1,6
"641","Khyber PakhtunKhwa","Bannu","Bannu ",205,1,1,1,6
"641","Khyber PakhtunKhwa","Bannu","Bannu ",249,4,4,1,6
"642","Khyber PakhtunKhwa","Bannu","Bannu ",26,1,0,1,6
"642","Khyber PakhtunKhwa","Bannu","Bannu ",54,4,4,1,6
"642","Khyber PakhtunKhwa","Bannu","Bannu ",82,2,2,1,6
"642","Khyber PakhtunKhwa","Bannu","Bannu ",110,2,2,1,6
"642","Khyber PakhtunKhwa","Bannu","Bannu ",138,1,1,0,6
"642","Khyber PakhtunKhwa","Bannu","Bannu ",166,1,1,0,6
"643","Khyber PakhtunKhwa","Bannu","Lakki Marwat",3,2,2,2,6
"643","Khyber PakhtunKhwa","Bannu","Lakki Marwat",13,6,5,4,6
"643","Khyber PakhtunKhwa","Bannu","Lakki Marwat",23,4,4,1,6
"643","Khyber PakhtunKhwa","Bannu","Lakki Marwat",33,9,9,3,6
"643","Khyber PakhtunKhwa","Bannu","Lakki Marwat",43,2,2,0,6
"643","Khyber PakhtunKhwa","Bannu","Lakki Marwat",53,3,3,2,6
"644","Khyber PakhtunKhwa","Bannu","Lakki Marwat",6,7,7,3,6
"644","Khyber PakhtunKhwa","Bannu","Lakki Marwat",24,3,3,2,6
"644","Khyber PakhtunKhwa","Bannu","Lakki Marwat",42,5,5,2,6
"644","Khyber PakhtunKhwa","Bannu","Lakki Marwat",60,6,6,1,6
"644","Khyber PakhtunKhwa","Bannu","Lakki Marwat",96,1,1,1,6
"645","Khyber PakhtunKhwa","Bannu","Lakki Marwat",8,6,5,6,6
"645","Khyber PakhtunKhwa","Bannu","Lakki Marwat",28,2,1,2,6
"645","Khyber PakhtunKhwa","Bannu","Lakki Marwat",48,5,4,1,6
"645","Khyber PakhtunKhwa","Bannu","Lakki Marwat",68,2,1,2,6
"645","Khyber PakhtunKhwa","Bannu","Lakki Marwat",88,1,1,1,6
"645","Khyber PakhtunKhwa","Bannu","Lakki Marwat",108,6,6,1,6
"646","Khyber PakhtunKhwa","Bannu","Lakki Marwat",4,3,3,2,5
"646","Khyber PakhtunKhwa","Bannu","Lakki Marwat",18,2,2,0,5
"646","Khyber PakhtunKhwa","Bannu","Lakki Marwat",32,4,4,0,5
"646","Khyber PakhtunKhwa","Bannu","Lakki Marwat",46,16,15,6,5
"646","Khyber PakhtunKhwa","Bannu","Lakki Marwat",60,3,3,0,5
"647","Khyber PakhtunKhwa","Bannu","Lakki Marwat",18,2,2,0,5
"647","Khyber PakhtunKhwa","Bannu","Lakki Marwat",33,6,5,4,5
"647","Khyber PakhtunKhwa","Bannu","Lakki Marwat",75,1,1,1,5
"648","Khyber PakhtunKhwa","Bannu","Lakki Marwat",4,1,1,0,4
"648","Khyber PakhtunKhwa","Bannu","Lakki Marwat",12,1,0,1,4
"648","Khyber PakhtunKhwa","Bannu","Lakki Marwat",28,6,6,4,4
"648","Khyber PakhtunKhwa","Bannu","Lakki Marwat",44,2,2,2,4
"649","Khyber PakhtunKhwa","Bannu","Lakki Marwat",35,4,4,2,5
"649","Khyber PakhtunKhwa","Bannu","Lakki Marwat",50,8,8,4,5
"649","Khyber PakhtunKhwa","Bannu","Lakki Marwat",65,10,8,4,5
"649","Khyber PakhtunKhwa","Bannu","Lakki Marwat",80,6,6,1,5
"65","AJK","Muzaffarabad","Muzaffarabad",11,2,2,0,6
"65","AJK","Muzaffarabad","Muzaffarabad",36,3,3,1,6
"65","AJK","Muzaffarabad","Muzaffarabad",61,3,3,0,6
"65","AJK","Muzaffarabad","Muzaffarabad",86,3,3,3,6
"65","AJK","Muzaffarabad","Muzaffarabad",111,2,2,2,6
"65","AJK","Muzaffarabad","Muzaffarabad",136,3,3,1,6
"650","Khyber PakhtunKhwa","Bannu","Lakki Marwat",16,4,4,1,6
"650","Khyber PakhtunKhwa","Bannu","Lakki Marwat",30,6,5,2,6
"650","Khyber PakhtunKhwa","Bannu","Lakki Marwat",44,5,4,4,6
"650","Khyber PakhtunKhwa","Bannu","Lakki Marwat",58,2,2,2,6
"650","Khyber PakhtunKhwa","Bannu","Lakki Marwat",72,1,1,0,6
"651","Khyber PakhtunKhwa","Bannu","Lakki Marwat",15,4,4,1,6
"651","Khyber PakhtunKhwa","Bannu","Lakki Marwat",31,3,3,2,6
"651","Khyber PakhtunKhwa","Bannu","Lakki Marwat",47,6,5,3,6
"651","Khyber PakhtunKhwa","Bannu","Lakki Marwat",63,2,1,2,6
"651","Khyber PakhtunKhwa","Bannu","Lakki Marwat",79,6,6,0,6
"651","Khyber PakhtunKhwa","Bannu","Lakki Marwat",95,4,4,1,6
"652","Khyber PakhtunKhwa","Bannu","Lakki Marwat",4,2,2,0,5
"652","Khyber PakhtunKhwa","Bannu","Lakki Marwat",20,5,5,0,5
"652","Khyber PakhtunKhwa","Bannu","Lakki Marwat",28,4,4,1,5
"653","Khyber PakhtunKhwa","Bannu","Lakki Marwat",5,3,3,1,6
"653","Khyber PakhtunKhwa","Bannu","Lakki Marwat",12,4,4,0,6
"653","Khyber PakhtunKhwa","Bannu","Lakki Marwat",92,2,2,1,6
"653","Khyber PakhtunKhwa","Bannu","Lakki Marwat",112,6,6,0,6
"654","Khyber PakhtunKhwa","Bannu","Lakki Marwat",5,3,3,0,6
"654","Khyber PakhtunKhwa","Bannu","Lakki Marwat",20,1,1,1,6
"654","Khyber PakhtunKhwa","Bannu","Lakki Marwat",35,6,6,0,6
"654","Khyber PakhtunKhwa","Bannu","Lakki Marwat",50,1,1,0,6
"654","Khyber PakhtunKhwa","Bannu","Lakki Marwat",65,2,2,0,6
"654","Khyber PakhtunKhwa","Bannu","Lakki Marwat",80,4,4,0,6
"655","Khyber PakhtunKhwa","Bannu","Lakki Marwat",30,2,2,2,6
"655","Khyber PakhtunKhwa","Bannu","Lakki Marwat",49,1,1,0,6
"655","Khyber PakhtunKhwa","Bannu","Lakki Marwat",68,4,2,4,6
"655","Khyber PakhtunKhwa","Bannu","Lakki Marwat",87,3,3,1,6
"655","Khyber PakhtunKhwa","Bannu","Lakki Marwat",106,1,1,0,6
"656","Khyber PakhtunKhwa","Bannu","Lakki Marwat",13,2,2,1,6
"656","Khyber PakhtunKhwa","Bannu","Lakki Marwat",28,4,3,1,6
"656","Khyber PakhtunKhwa","Bannu","Lakki Marwat",43,1,1,0,6
"656","Khyber PakhtunKhwa","Bannu","Lakki Marwat",58,1,1,0,6
"656","Khyber PakhtunKhwa","Bannu","Lakki Marwat",73,5,5,2,6
"656","Khyber PakhtunKhwa","Bannu","Lakki Marwat",88,2,2,0,6
"657","Khyber PakhtunKhwa","Bannu","Lakki Marwat",1,4,4,2,6
"657","Khyber PakhtunKhwa","Bannu","Lakki Marwat",2,2,2,2,6
"658","Khyber PakhtunKhwa","Bannu","Lakki Marwat",5,2,2,1,6
"658","Khyber PakhtunKhwa","Bannu","Lakki Marwat",19,5,4,3,6
"658","Khyber PakhtunKhwa","Bannu","Lakki Marwat",26,6,6,2,6
"658","Khyber PakhtunKhwa","Bannu","Lakki Marwat",33,1,1,1,6
"658","Khyber PakhtunKhwa","Bannu","Lakki Marwat",40,6,6,0,6
"659","Khyber PakhtunKhwa","Bannu","Lakki Marwat",52,5,4,2,6
"659","Khyber PakhtunKhwa","Bannu","Lakki Marwat",71,1,1,0,6
"659","Khyber PakhtunKhwa","Bannu","Lakki Marwat",90,5,5,1,6
"659","Khyber PakhtunKhwa","Bannu","Lakki Marwat",109,1,0,1,6
"66","AJK","Muzaffarabad","Muzaffarabad",1,2,2,0,6
"66","AJK","Muzaffarabad","Muzaffarabad",42,1,1,0,6
"66","AJK","Muzaffarabad","Muzaffarabad",84,4,4,0,6
"66","AJK","Muzaffarabad","Muzaffarabad",124,4,4,1,6
"66","AJK","Muzaffarabad","Muzaffarabad",168,2,2,1,6
"660","Khyber PakhtunKhwa","Bannu","Lakki Marwat",18,4,4,0,4
"660","Khyber PakhtunKhwa","Bannu","Lakki Marwat",28,5,5,3,4
"660","Khyber PakhtunKhwa","Bannu","Lakki Marwat",48,6,6,1,4
"660","Khyber PakhtunKhwa","Bannu","Lakki Marwat",58,5,5,1,4
"661","Khyber PakhtunKhwa","Bannu","Lakki Marwat",18,3,3,3,6
"661","Khyber PakhtunKhwa","Bannu","Lakki Marwat",52,7,7,3,6
"661","Khyber PakhtunKhwa","Bannu","Lakki Marwat",86,4,4,3,6
"661","Khyber PakhtunKhwa","Bannu","Lakki Marwat",127,4,4,3,6
"661","Khyber PakhtunKhwa","Bannu","Lakki Marwat",161,4,4,0,6
"661","Khyber PakhtunKhwa","Bannu","Lakki Marwat",195,4,4,1,6
"662","Khyber PakhtunKhwa","Bannu","Lakki Marwat",6,4,4,0,6
"662","Khyber PakhtunKhwa","Bannu","Lakki Marwat",17,6,6,1,6
"662","Khyber PakhtunKhwa","Bannu","Lakki Marwat",28,2,2,1,6
"662","Khyber PakhtunKhwa","Bannu","Lakki Marwat",50,6,6,0,6
"662","Khyber PakhtunKhwa","Bannu","Lakki Marwat",61,2,2,2,6
"663","Khyber PakhtunKhwa","Bannu","Lakki Marwat",7,2,2,0,6
"663","Khyber PakhtunKhwa","Bannu","Lakki Marwat",24,3,3,1,6
"663","Khyber PakhtunKhwa","Bannu","Lakki Marwat",41,3,3,1,6
"663","Khyber PakhtunKhwa","Bannu","Lakki Marwat",58,4,4,2,6
"663","Khyber PakhtunKhwa","Bannu","Lakki Marwat",75,2,2,2,6
"663","Khyber PakhtunKhwa","Bannu","Lakki Marwat",92,3,3,1,6
"664","Khyber PakhtunKhwa","Bannu","Lakki Marwat",30,4,4,0,5
"664","Khyber PakhtunKhwa","Bannu","Lakki Marwat",54,2,2,1,5
"664","Khyber PakhtunKhwa","Bannu","Lakki Marwat",78,1,1,0,5
"664","Khyber PakhtunKhwa","Bannu","Lakki Marwat",126,4,4,1,5
"665","Khyber PakhtunKhwa","Bannu","Lakki Marwat",6,1,1,1,6
"665","Khyber PakhtunKhwa","Bannu","Lakki Marwat",18,2,2,0,6
"665","Khyber PakhtunKhwa","Bannu","Lakki Marwat",30,5,5,0,6
"665","Khyber PakhtunKhwa","Bannu","Lakki Marwat",42,2,2,1,6
"665","Khyber PakhtunKhwa","Bannu","Lakki Marwat",54,3,3,0,6
"665","Khyber PakhtunKhwa","Bannu","Lakki Marwat",66,1,1,0,6
"666","Khyber PakhtunKhwa","Bannu","Lakki Marwat",1,5,5,1,6
"666","Khyber PakhtunKhwa","Bannu","Lakki Marwat",29,5,5,1,6
"666","Khyber PakhtunKhwa","Bannu","Lakki Marwat",85,5,5,1,6
"666","Khyber PakhtunKhwa","Bannu","Lakki Marwat",113,5,5,3,6
"666","Khyber PakhtunKhwa","Bannu","Lakki Marwat",141,2,2,0,6
"667","Khyber PakhtunKhwa","Bannu","Lakki Marwat",37,4,4,1,6
"667","Khyber PakhtunKhwa","Bannu","Lakki Marwat",76,2,2,0,6
"667","Khyber PakhtunKhwa","Bannu","Lakki Marwat",154,3,3,0,6
"667","Khyber PakhtunKhwa","Bannu","Lakki Marwat",193,1,1,1,6
"667","Khyber PakhtunKhwa","Bannu","Lakki Marwat",232,3,3,1,6
"668","Khyber PakhtunKhwa","Bannu","Lakki Marwat",4,4,4,2,6
"668","Khyber PakhtunKhwa","Bannu","Lakki Marwat",16,3,3,0,6
"668","Khyber PakhtunKhwa","Bannu","Lakki Marwat",28,3,3,1,6
"668","Khyber PakhtunKhwa","Bannu","Lakki Marwat",40,3,3,0,6
"668","Khyber PakhtunKhwa","Bannu","Lakki Marwat",52,2,2,0,6
"668","Khyber PakhtunKhwa","Bannu","Lakki Marwat",64,4,4,1,6
"669","Khyber PakhtunKhwa","Bannu","Lakki Marwat",3,9,9,1,5
"669","Khyber PakhtunKhwa","Bannu","Lakki Marwat",61,2,2,0,5
"669","Khyber PakhtunKhwa","Bannu","Lakki Marwat",90,4,4,1,5
"669","Khyber PakhtunKhwa","Bannu","Lakki Marwat",119,4,4,1,5
"669","Khyber PakhtunKhwa","Bannu","Lakki Marwat",148,5,5,1,5
"67","AJK","Muzaffarabad","Muzaffarabad",2,1,1,1,6
"67","AJK","Muzaffarabad","Muzaffarabad",3,2,2,0,6
"67","AJK","Muzaffarabad","Muzaffarabad",4,3,3,2,6
"67","AJK","Muzaffarabad","Muzaffarabad",5,2,2,1,6
"67","AJK","Muzaffarabad","Muzaffarabad",6,2,2,2,6
"670","Khyber PakhtunKhwa","Bannu","Lakki Marwat",5,3,3,2,6
"670","Khyber PakhtunKhwa","Bannu","Lakki Marwat",31,2,2,0,6
"670","Khyber PakhtunKhwa","Bannu","Lakki Marwat",57,3,3,2,6
"670","Khyber PakhtunKhwa","Bannu","Lakki Marwat",83,1,1,1,6
"670","Khyber PakhtunKhwa","Bannu","Lakki Marwat",109,3,3,0,6
"671","Khyber PakhtunKhwa","Bannu","Lakki Marwat",6,4,4,1,6
"671","Khyber PakhtunKhwa","Bannu","Lakki Marwat",16,6,6,4,6
"671","Khyber PakhtunKhwa","Bannu","Lakki Marwat",26,4,4,1,6
"671","Khyber PakhtunKhwa","Bannu","Lakki Marwat",36,4,4,1,6
"671","Khyber PakhtunKhwa","Bannu","Lakki Marwat",46,2,2,0,6
"671","Khyber PakhtunKhwa","Bannu","Lakki Marwat",55,4,4,4,6
"672","Khyber PakhtunKhwa","Bannu","Lakki Marwat",21,4,4,1,6
"672","Khyber PakhtunKhwa","Bannu","Lakki Marwat",65,5,5,0,6
"672","Khyber PakhtunKhwa","Bannu","Lakki Marwat",109,4,4,2,6
"672","Khyber PakhtunKhwa","Bannu","Lakki Marwat",131,3,3,0,6
"673","Khyber PakhtunKhwa","DI Khan","DI Khan",1,1,1,0,7
"673","Khyber PakhtunKhwa","DI Khan","DI Khan",2,1,1,0,7
"673","Khyber PakhtunKhwa","DI Khan","DI Khan",27,3,3,0,7
"673","Khyber PakhtunKhwa","DI Khan","DI Khan",52,4,4,0,7
"673","Khyber PakhtunKhwa","DI Khan","DI Khan",77,2,2,1,7
"673","Khyber PakhtunKhwa","DI Khan","DI Khan",102,2,2,0,7
"673","Khyber PakhtunKhwa","DI Khan","DI Khan",127,1,1,1,7
"674","Khyber PakhtunKhwa","DI Khan","DI Khan",31,3,3,0,6
"674","Khyber PakhtunKhwa","DI Khan","DI Khan",85,3,2,1,6
"674","Khyber PakhtunKhwa","DI Khan","DI Khan",103,1,1,1,6
"675","Khyber PakhtunKhwa","DI Khan","DI Khan",5,3,3,1,6
"675","Khyber PakhtunKhwa","DI Khan","DI Khan",14,2,2,1,6
"675","Khyber PakhtunKhwa","DI Khan","DI Khan",23,1,1,0,6
"675","Khyber PakhtunKhwa","DI Khan","DI Khan",32,2,2,2,6
"675","Khyber PakhtunKhwa","DI Khan","DI Khan",41,1,1,0,6
"676","Khyber PakhtunKhwa","DI Khan","DI Khan",9,2,2,1,6
"676","Khyber PakhtunKhwa","DI Khan","DI Khan",32,2,2,0,6
"676","Khyber PakhtunKhwa","DI Khan","DI Khan",55,1,1,1,6
"676","Khyber PakhtunKhwa","DI Khan","DI Khan",78,2,2,1,6
"676","Khyber PakhtunKhwa","DI Khan","DI Khan",101,1,1,0,6
"676","Khyber PakhtunKhwa","DI Khan","DI Khan",124,3,3,0,6
"677","Khyber PakhtunKhwa","DI Khan","DI Khan",9,1,1,1,6
"677","Khyber PakhtunKhwa","DI Khan","DI Khan",34,1,1,0,6
"677","Khyber PakhtunKhwa","DI Khan","DI Khan",59,1,1,0,6
"677","Khyber PakhtunKhwa","DI Khan","DI Khan",109,2,2,0,6
"677","Khyber PakhtunKhwa","DI Khan","DI Khan",134,1,1,0,6
"678","Khyber PakhtunKhwa","DI Khan","DI Khan",1,2,2,1,6
"678","Khyber PakhtunKhwa","DI Khan","DI Khan",49,1,1,0,6
"678","Khyber PakhtunKhwa","DI Khan","DI Khan",73,1,1,0,6
"678","Khyber PakhtunKhwa","DI Khan","DI Khan",97,8,7,3,6
"679","Khyber PakhtunKhwa","DI Khan","DI Khan",5,1,1,0,6
"679","Khyber PakhtunKhwa","DI Khan","DI Khan",17,2,2,0,6
"679","Khyber PakhtunKhwa","DI Khan","DI Khan",29,2,2,0,6
"679","Khyber PakhtunKhwa","DI Khan","DI Khan",42,2,2,0,6
"679","Khyber PakhtunKhwa","DI Khan","DI Khan",56,2,2,0,6
"68","AJK","Muzaffarabad","Muzaffarabad",1,2,1,2,6
"68","AJK","Muzaffarabad","Muzaffarabad",2,4,3,1,6
"68","AJK","Muzaffarabad","Muzaffarabad",3,3,2,3,6
"68","AJK","Muzaffarabad","Muzaffarabad",4,7,7,1,6
"68","AJK","Muzaffarabad","Muzaffarabad",5,4,4,1,6
"68","AJK","Muzaffarabad","Muzaffarabad",6,3,2,1,6
"680","Khyber PakhtunKhwa","DI Khan","DI Khan",17,2,2,1,6
"680","Khyber PakhtunKhwa","DI Khan","DI Khan",63,1,1,0,6
"680","Khyber PakhtunKhwa","DI Khan","DI Khan",132,1,1,0,6
"681","Khyber PakhtunKhwa","DI Khan","DI Khan",6,4,3,1,6
"681","Khyber PakhtunKhwa","DI Khan","DI Khan",12,1,1,1,6
"681","Khyber PakhtunKhwa","DI Khan","DI Khan",20,2,2,0,6
"681","Khyber PakhtunKhwa","DI Khan","DI Khan",28,2,2,0,6
"681","Khyber PakhtunKhwa","DI Khan","DI Khan",36,2,2,0,6
"681","Khyber PakhtunKhwa","DI Khan","DI Khan",44,1,1,1,6
"682","Khyber PakhtunKhwa","DI Khan","DI Khan",9,6,6,2,3
"682","Khyber PakhtunKhwa","DI Khan","DI Khan",26,5,5,3,3
"682","Khyber PakhtunKhwa","DI Khan","DI Khan",77,4,4,1,3
"683","Khyber PakhtunKhwa","DI Khan","DI Khan",17,1,1,1,6
"683","Khyber PakhtunKhwa","DI Khan","DI Khan",18,2,2,0,6
"683","Khyber PakhtunKhwa","DI Khan","DI Khan",24,2,2,0,6
"683","Khyber PakhtunKhwa","DI Khan","DI Khan",27,2,2,0,6
"683","Khyber PakhtunKhwa","DI Khan","DI Khan",38,2,2,0,6
"683","Khyber PakhtunKhwa","DI Khan","DI Khan",76,1,1,1,6
"684","Khyber PakhtunKhwa","DI Khan","DI Khan",3,2,2,0,6
"684","Khyber PakhtunKhwa","DI Khan","DI Khan",10,3,3,0,6
"684","Khyber PakhtunKhwa","DI Khan","DI Khan",17,2,2,2,6
"684","Khyber PakhtunKhwa","DI Khan","DI Khan",21,3,3,1,6
"684","Khyber PakhtunKhwa","DI Khan","DI Khan",32,1,1,1,6
"684","Khyber PakhtunKhwa","DI Khan","DI Khan",45,2,2,1,6
"685","Khyber PakhtunKhwa","DI Khan","DI Khan",11,2,2,0,6
"685","Khyber PakhtunKhwa","DI Khan","DI Khan",31,1,1,1,6
"685","Khyber PakhtunKhwa","DI Khan","DI Khan",51,1,1,0,6
"685","Khyber PakhtunKhwa","DI Khan","DI Khan",71,2,2,0,6
"685","Khyber PakhtunKhwa","DI Khan","DI Khan",91,1,1,1,6
"685","Khyber PakhtunKhwa","DI Khan","DI Khan",111,2,2,1,6
"686","Khyber PakhtunKhwa","DI Khan","DI Khan",8,1,1,1,6
"686","Khyber PakhtunKhwa","DI Khan","DI Khan",29,2,2,2,6
"686","Khyber PakhtunKhwa","DI Khan","DI Khan",53,3,3,2,6
"686","Khyber PakhtunKhwa","DI Khan","DI Khan",83,1,1,1,6
"686","Khyber PakhtunKhwa","DI Khan","DI Khan",108,1,1,1,6
"686","Khyber PakhtunKhwa","DI Khan","DI Khan",132,1,1,0,6
"687","Khyber PakhtunKhwa","DI Khan","DI Khan",15,3,3,0,5
"687","Khyber PakhtunKhwa","DI Khan","DI Khan",65,3,3,1,5
"687","Khyber PakhtunKhwa","DI Khan","DI Khan",90,3,3,0,5
"687","Khyber PakhtunKhwa","DI Khan","DI Khan",115,5,5,2,5
"687","Khyber PakhtunKhwa","DI Khan","DI Khan",140,4,4,1,5
"688","Khyber PakhtunKhwa","DI Khan","DI Khan",9,1,1,0,6
"688","Khyber PakhtunKhwa","DI Khan","DI Khan",34,4,4,1,6
"688","Khyber PakhtunKhwa","DI Khan","DI Khan",59,3,3,0,6
"688","Khyber PakhtunKhwa","DI Khan","DI Khan",84,3,3,2,6
"688","Khyber PakhtunKhwa","DI Khan","DI Khan",109,1,1,1,6
"688","Khyber PakhtunKhwa","DI Khan","DI Khan",134,1,1,0,6
"689","Khyber PakhtunKhwa","DI Khan","DI Khan",4,2,2,0,6
"689","Khyber PakhtunKhwa","DI Khan","DI Khan",20,1,1,1,6
"689","Khyber PakhtunKhwa","DI Khan","DI Khan",36,5,4,4,6
"689","Khyber PakhtunKhwa","DI Khan","DI Khan",44,2,2,2,6
"689","Khyber PakhtunKhwa","DI Khan","DI Khan",57,2,2,0,6
"689","Khyber PakhtunKhwa","DI Khan","DI Khan",71,1,1,1,6
"69","AJK","Muzaffarabad","Muzaffarabad",17,4,3,1,6
"69","AJK","Muzaffarabad","Muzaffarabad",60,3,3,2,6
"69","AJK","Muzaffarabad","Muzaffarabad",103,3,3,3,6
"69","AJK","Muzaffarabad","Muzaffarabad",146,1,0,1,6
"69","AJK","Muzaffarabad","Muzaffarabad",232,1,1,0,6
"690","Khyber PakhtunKhwa","DI Khan","DI Khan",10,2,2,1,6
"690","Khyber PakhtunKhwa","DI Khan","DI Khan",31,1,1,0,6
"690","Khyber PakhtunKhwa","DI Khan","DI Khan",54,2,2,0,6
"690","Khyber PakhtunKhwa","DI Khan","DI Khan",70,1,1,1,6
"690","Khyber PakhtunKhwa","DI Khan","DI Khan",110,1,0,1,6
"690","Khyber PakhtunKhwa","DI Khan","DI Khan",135,2,2,1,6
"691","Khyber PakhtunKhwa","DI Khan","DI Khan",1,1,1,0,6
"691","Khyber PakhtunKhwa","DI Khan","DI Khan",17,2,2,1,6
"691","Khyber PakhtunKhwa","DI Khan","DI Khan",33,3,3,1,6
"691","Khyber PakhtunKhwa","DI Khan","DI Khan",65,3,2,3,6
"691","Khyber PakhtunKhwa","DI Khan","DI Khan",81,3,3,1,6
"692","Khyber PakhtunKhwa","DI Khan","DI Khan",8,2,2,0,6
"692","Khyber PakhtunKhwa","DI Khan","DI Khan",26,4,4,1,6
"692","Khyber PakhtunKhwa","DI Khan","DI Khan",62,4,4,1,6
"692","Khyber PakhtunKhwa","DI Khan","DI Khan",80,1,1,1,6
"692","Khyber PakhtunKhwa","DI Khan","DI Khan",98,3,3,2,6
"693","Khyber PakhtunKhwa","DI Khan","DI Khan",2,3,3,1,6
"693","Khyber PakhtunKhwa","DI Khan","DI Khan",26,3,3,2,6
"693","Khyber PakhtunKhwa","DI Khan","DI Khan",50,3,2,2,6
"693","Khyber PakhtunKhwa","DI Khan","DI Khan",74,2,2,2,6
"693","Khyber PakhtunKhwa","DI Khan","DI Khan",98,5,4,3,6
"693","Khyber PakhtunKhwa","DI Khan","DI Khan",122,2,2,1,6
"694","Khyber PakhtunKhwa","DI Khan","DI Khan",55,2,2,1,6
"694","Khyber PakhtunKhwa","DI Khan","DI Khan",77,1,1,1,6
"694","Khyber PakhtunKhwa","DI Khan","DI Khan",99,2,2,0,6
"694","Khyber PakhtunKhwa","DI Khan","DI Khan",121,5,5,1,6
"695","Khyber PakhtunKhwa","DI Khan","DI Khan",9,2,2,2,6
"695","Khyber PakhtunKhwa","DI Khan","DI Khan",18,1,1,0,6
"695","Khyber PakhtunKhwa","DI Khan","DI Khan",27,2,2,1,6
"695","Khyber PakhtunKhwa","DI Khan","DI Khan",36,2,2,0,6
"695","Khyber PakhtunKhwa","DI Khan","DI Khan",45,2,2,0,6
"695","Khyber PakhtunKhwa","DI Khan","DI Khan",54,2,2,1,6
"697","Khyber PakhtunKhwa","DI Khan","DI Khan",15,2,2,1,6
"697","Khyber PakhtunKhwa","DI Khan","DI Khan",40,1,1,1,6
"697","Khyber PakhtunKhwa","DI Khan","DI Khan",65,2,2,0,6
"697","Khyber PakhtunKhwa","DI Khan","DI Khan",90,5,4,2,6
"697","Khyber PakhtunKhwa","DI Khan","DI Khan",115,1,1,0,6
"697","Khyber PakhtunKhwa","DI Khan","DI Khan",140,2,2,1,6
"698","Khyber PakhtunKhwa","DI Khan","DI Khan",1,2,2,2,6
"698","Khyber PakhtunKhwa","DI Khan","DI Khan",26,1,1,1,6
"698","Khyber PakhtunKhwa","DI Khan","DI Khan",51,2,2,2,6
"698","Khyber PakhtunKhwa","DI Khan","DI Khan",76,4,4,3,6
"698","Khyber PakhtunKhwa","DI Khan","DI Khan",101,6,6,2,6
"698","Khyber PakhtunKhwa","DI Khan","DI Khan",126,2,2,0,6
"699","Khyber PakhtunKhwa","DI Khan","DI Khan",8,3,3,1,6
"699","Khyber PakhtunKhwa","DI Khan","DI Khan",38,2,2,0,6
"699","Khyber PakhtunKhwa","DI Khan","DI Khan",68,3,3,2,6
"699","Khyber PakhtunKhwa","DI Khan","DI Khan",98,2,2,1,6
"699","Khyber PakhtunKhwa","DI Khan","DI Khan",128,1,1,1,6
"699","Khyber PakhtunKhwa","DI Khan","DI Khan",158,2,2,1,6
"7","AJK","Mirpur","Bhimber",11,3,2,3,6
"7","AJK","Mirpur","Bhimber",80,2,2,1,6
"7","AJK","Mirpur","Bhimber",159,3,3,0,6
"7","AJK","Mirpur","Bhimber",293,3,3,0,6
"7","AJK","Mirpur","Bhimber",301,2,2,2,6
"70","AJK","Muzaffarabad","Muzaffarabad",1,3,3,0,6
"70","AJK","Muzaffarabad","Muzaffarabad",2,5,5,2,6
"70","AJK","Muzaffarabad","Muzaffarabad",3,3,3,1,6
"70","AJK","Muzaffarabad","Muzaffarabad",6,3,3,1,6
"700","Khyber PakhtunKhwa","DI Khan","DI Khan",23,3,3,1,6
"700","Khyber PakhtunKhwa","DI Khan","DI Khan",60,2,2,0,6
"700","Khyber PakhtunKhwa","DI Khan","DI Khan",97,2,2,1,6
"700","Khyber PakhtunKhwa","DI Khan","DI Khan",134,1,1,1,6
